ensembl_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,name
MSTRG.4817|ENSG00000123500,3051.1995299709415,6.6232432198769695,0.5931311570878119,11.166574442651326,5.942881367271197e-29,2.279154433162177e-24,COL10A1,collagen type X alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2185]
ENSG00000165186,455.8278307874268,-3.8277241341818,0.3579830269845754,-10.692473792470409,1.103867423307051e-26,2.1167209775624355e-22,PTCHD1,patched domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26392]
MSTRG.3548|ENSG00000170373,1267.6942268151913,9.384457324469405,0.9292005871913513,10.099495688907538,5.552699930317348e-24,7.09838650092002e-20,CST1,cystatin SN [Source:HGNC Symbol;Acc:HGNC:2473]
ENSG00000196611,1249.1600163485066,6.774847649206447,0.6830173729395592,9.918997550602507,3.4419559615735426e-23,3.3000613270576735e-19,MMP1,matrix metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:7155]
ENSG00000113273,1132.8966808186674,1.5010297636275896,0.15478845852672973,9.697297704973161,3.095894575695943e-22,2.374613057450302e-18,ARSB,arylsulfatase B [Source:HGNC Symbol;Acc:HGNC:714]
MSTRG.5424|ENSG00000148053,7607.769081569054,-2.913032720286032,0.3133386925619957,-9.296753926135928,1.4479884509953567e-20,9.255300847353821e-17,NTRK2,neurotrophic receptor tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:8032]
ENSG00000135074,1359.6949574642115,2.40440509496344,0.2600644623296445,9.245419667973467,2.3431936228072646e-20,1.283768837546877e-16,ADAM19,ADAM metallopeptidase domain 19 [Source:HGNC Symbol;Acc:HGNC:197]
ENSG00000086991,391.56944057309755,1.526506560518723,0.16671128488754175,9.156588059101438,5.356408642540345e-20,2.282484753889609e-16,NOX4,NADPH oxidase 4 [Source:HGNC Symbol;Acc:HGNC:7891]
MSTRG.3011|ENSG00000204577,299.1014932263089,2.2524612455875137,0.24567233478769016,9.168558794111226,4.793850344590518e-20,2.282484753889609e-16,LILRB3,leukocyte immunoglobulin like receptor B3 [Source:HGNC Symbol;Acc:HGNC:6607]
ENSG00000182492,17075.062004240182,2.7196347214148506,0.3004328181455383,9.052388944064631,1.3987407542533677e-19,5.364310666637091e-16,BGN,biglycan [Source:HGNC Symbol;Acc:HGNC:1044]
MSTRG.5353|ENSG00000155926,2440.065550800366,1.8116425573588015,0.20170664091470383,8.981571202332873,2.669272894048489e-19,7.874560366127199e-16,SLA,Src like adaptor [Source:HGNC Symbol;Acc:HGNC:10902]
MSTRG.2182|ENSG00000261327,149.1709540572493,3.69624972505787,0.4115233951544627,8.981870213406717,2.662027270747578e-19,7.874560366127199e-16,-,novel transcript
MSTRG.1057|ENSG00000066336,1343.1084661302777,1.5167083445790879,0.16866443271598042,8.992461066958455,2.417551592913599e-19,7.874560366127199e-16,SPI1,Spi-1 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:11241]
MSTRG.4388|ENSG00000038427,32794.60913488956,2.4571320931718765,0.2776550319422711,8.849586034812988,8.784452169690284e-19,2.4063751797128e-15,VCAN,versican [Source:HGNC Symbol;Acc:HGNC:2464]
ENSG00000154096,5488.391404951763,2.672343609346244,0.30315988392488147,8.81496448259761,1.1972300995069272e-18,3.060998103079344e-15,THY1,Thy-1 cell surface antigen [Source:HGNC Symbol;Acc:HGNC:11801]
ENSG00000187474,1607.7044262983034,2.878144648047425,0.32778446701478814,8.780601089061294,1.62603293568274e-18,3.897499319773047e-15,FPR3,formyl peptide receptor 3 [Source:HGNC Symbol;Acc:HGNC:3828]
MSTRG.2397|ENSG00000141506,755.8183055778795,1.8721927304540427,0.21392174339639575,8.751764550576237,2.10042275559546e-18,4.7384301823436165e-15,PIK3R5,phosphoinositide-3-kinase regulatory subunit 5 [Source:HGNC Symbol;Acc:HGNC:30035]
MSTRG.4144|ENSG00000157404,6336.842546445936,-3.9812792580286542,0.46049648491857614,-8.645623557219148,5.351225933370325e-18,1.1401381431704742e-14,KIT,"KIT proto-oncogene, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6342]"
ENSG00000216490,4195.563778446303,2.970240256405865,0.3441453573614911,8.630772413082179,6.093903105837105e-18,1.230038305326099e-14,IFI30,IFI30 lysosomal thiol reductase [Source:HGNC Symbol;Acc:HGNC:5398]
ENSG00000244482,96.83083138784338,2.2000801051933405,0.25771909400080695,8.536736921737168,1.3806541906966243e-17,2.647473443370312e-14,LILRA6,leukocyte immunoglobulin like receptor A6 [Source:HGNC Symbol;Acc:HGNC:15495]
MSTRG.2018|ENSG00000140678,1534.6954992999963,2.278707990377072,0.27145551683808333,8.394406630299823,4.6825295099347606e-17,8.551413773119429e-14,ITGAX,integrin subunit alpha X [Source:HGNC Symbol;Acc:HGNC:6152]
ENSG00000130518,609.7368708767857,-2.3429547754675353,0.2806043539752788,-8.349673632198698,6.845184860628481e-17,1.1932712935907405e-13,IQCN,IQ motif containing N [Source:HGNC Symbol;Acc:HGNC:29350]
ENSG00000164932,1536.0380199826325,3.9096123940804794,0.4803081021581731,8.139801049604161,3.959279478968172e-16,6.601840317300364e-13,CTHRC1,collagen triple helix repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:18831]
ENSG00000105329,3352.160158816496,1.2531790406561678,0.1560248086287864,8.03192166469966,9.595763539526852e-16,1.5333630312683094e-12,TGFB1,transforming growth factor beta 1 [Source:HGNC Symbol;Acc:HGNC:11766]
MSTRG.2457|ENSG00000171346,10765.569277679382,-5.543469897835978,0.6908258218447837,-8.02441038326083,1.020147305296097e-15,1.5649467722164248e-12,KRT15,keratin 15 [Source:HGNC Symbol;Acc:HGNC:6421]
